data,block,trial,oneTrigger,trigger
28_2011_12_02_11_55_,13,8,1,left
28_2011_12_02_11_55_,13,9,1,left
28_2011_12_02_11_55_,13,10,1,right
28_2011_12_02_11_55_,13,11,1,right
28_2011_12_02_11_55_,13,12,1,left
28_2011_12_02_11_55_,13,13,1,right
28_2011_12_02_11_55_,13,14,1,left
28_2011_12_02_11_55_,13,15,1,left
28_2011_12_02_11_55_,13,16,1,right
28_2011_12_02_11_55_,13,17,1,left
28_2011_12_02_11_55_,13,18,1,right
28_2011_12_02_11_55_,13,19,1,left
28_2011_12_02_11_55_,13,20,1,right
28_2011_12_02_11_55_,13,21,1,left
28_2011_12_02_11_55_,13,22,1,right
28_2011_12_02_11_55_,13,23,1,left
28_2011_12_02_11_55_,13,24,1,right
28_2011_12_02_11_55_,13,25,1,left
28_2011_12_02_11_55_,13,26,1,left
28_2011_12_02_11_55_,13,27,1,left
28_2011_12_02_11_55_,13,28,1,right
28_2011_12_02_11_55_,13,29,1,left
28_2011_12_02_11_55_,13,30,1,right
28_2011_12_02_11_55_,13,31,1,right
28_2011_12_02_11_55_,13,32,1,right
28_2011_12_02_11_55_,14,1,1,left
28_2011_12_02_11_55_,14,2,1,right
28_2011_12_02_11_55_,14,3,1,left
28_2011_12_02_11_55_,14,4,1,right
28_2011_12_02_11_55_,14,5,1,left
28_2011_12_02_11_55_,14,6,1,right
28_2011_12_02_11_55_,14,7,1,right
28_2011_12_02_11_55_,14,8,1,left
28_2011_12_02_11_55_,14,9,1,left
28_2011_12_02_11_55_,14,10,1,left
28_2011_12_02_11_55_,14,11,1,left
28_2011_12_02_11_55_,14,12,1,left
28_2011_12_02_11_55_,14,13,1,right
28_2011_12_02_11_55_,14,14,1,left
28_2011_12_02_11_55_,14,15,1,right
28_2011_12_02_11_55_,14,16,1,left
28_2011_12_02_11_55_,14,17,1,right
28_2011_12_02_11_55_,14,18,1,left
28_2011_12_02_11_55_,14,19,1,left
28_2011_12_02_11_55_,14,20,1,right
28_2011_12_02_11_55_,14,21,0,left/right
28_2011_12_02_11_55_,14,22,1,left
28_2011_12_02_11_55_,14,23,1,right
28_2011_12_02_11_55_,14,24,1,right
28_2011_12_02_11_55_,14,25,1,left
28_2011_12_02_11_55_,14,26,1,left
28_2011_12_02_11_55_,14,27,1,right
28_2011_12_02_11_55_,14,28,1,right
28_2011_12_02_11_55_,14,29,1,right
28_2011_12_02_11_55_,14,30,1,left
28_2011_12_02_11_55_,14,31,1,right
28_2011_12_02_11_55_,14,32,1,right
28_2011_12_02_11_55_,15,1,1,right
28_2011_12_02_11_55_,15,2,1,left
28_2011_12_02_11_55_,15,3,1,left
28_2011_12_02_11_55_,15,4,1,right
28_2011_12_02_11_55_,15,5,1,right
28_2011_12_02_11_55_,15,6,1,left
28_2011_12_02_11_55_,15,7,1,left
28_2011_12_02_11_55_,15,8,1,right
28_2011_12_02_11_55_,15,9,1,right
28_2011_12_02_11_55_,15,10,1,right
28_2011_12_02_11_55_,15,11,1,left
28_2011_12_02_11_55_,15,12,1,right
28_2011_12_02_11_55_,15,13,1,left
28_2011_12_02_11_55_,15,14,1,right
28_2011_12_02_11_55_,15,15,1,right
28_2011_12_02_11_55_,15,16,1,left
28_2011_12_02_11_55_,15,17,1,right
28_2011_12_02_11_55_,15,18,1,left
28_2011_12_02_11_55_,15,19,1,right
28_2011_12_02_11_55_,15,20,1,left
28_2011_12_02_11_55_,15,21,1,right
28_2011_12_02_11_55_,15,22,1,left
28_2011_12_02_11_55_,15,23,1,right
28_2011_12_02_11_55_,15,24,1,left
28_2011_12_02_11_55_,15,25,1,left
28_2011_12_02_11_55_,15,26,1,left
28_2011_12_02_11_55_,15,27,1,right
28_2011_12_02_11_55_,15,28,0,left/right
28_2011_12_02_11_55_,15,29,1,right
28_2011_12_02_11_55_,15,30,1,right
28_2011_12_02_11_55_,15,31,1,left
28_2011_12_02_11_55_,15,32,1,right
28_2011_12_02_11_55_,16,1,1,left
28_2011_12_02_11_55_,16,2,1,right
28_2011_12_02_11_55_,16,3,1,right
28_2011_12_02_11_55_,16,4,1,left
28_2011_12_02_11_55_,16,5,1,left
28_2011_12_02_11_55_,16,6,1,left
28_2011_12_02_11_55_,16,7,1,right
28_2011_12_02_11_55_,16,8,1,right
28_2011_12_02_11_55_,16,9,1,right
28_2011_12_02_11_55_,16,10,1,left
28_2011_12_02_11_55_,16,11,1,right
28_2011_12_02_11_55_,16,12,1,right
28_2011_12_02_11_55_,16,13,1,right
28_2011_12_02_11_55_,16,14,1,right
28_2011_12_02_11_55_,16,15,1,left
28_2011_12_02_11_55_,16,16,1,left
28_2011_12_02_11_55_,16,17,1,right
28_2011_12_02_11_55_,16,18,1,left
28_2011_12_02_11_55_,16,19,1,left
28_2011_12_02_11_55_,16,20,1,left
28_2011_12_02_11_55_,16,21,1,left
28_2011_12_02_11_55_,16,22,1,left
28_2011_12_02_11_55_,16,23,0,left/right
28_2011_12_02_11_55_,16,24,1,right
28_2011_12_02_11_55_,16,25,1,right
28_2011_12_02_11_55_,16,26,1,left
28_2011_12_02_11_55_,16,27,1,left
28_2011_12_02_11_55_,16,28,1,right
28_2011_12_02_11_55_,16,29,1,left
28_2011_12_02_11_55_,16,30,1,right
28_2011_12_02_11_55_,16,31,1,right
28_2011_12_02_11_55_,16,32,1,right
28_2011_12_02_11_55_,17,1,1,right
28_2011_12_02_11_55_,17,2,1,right
28_2011_12_02_11_55_,17,3,1,left
28_2011_12_02_11_55_,17,4,1,left
28_2011_12_02_11_55_,17,5,1,left
28_2011_12_02_11_55_,17,6,1,right
28_2011_12_02_11_55_,17,7,1,right
28_2011_12_02_11_55_,17,8,1,right
28_2011_12_02_11_55_,17,9,1,right
28_2011_12_02_11_55_,17,10,1,right
28_2011_12_02_11_55_,17,11,1,left
28_2011_12_02_11_55_,17,12,1,left
28_2011_12_02_11_55_,17,13,1,right
28_2011_12_02_11_55_,17,14,1,left
28_2011_12_02_11_55_,17,15,1,left
28_2011_12_02_11_55_,17,16,1,left
28_2011_12_02_11_55_,17,17,1,right
28_2011_12_02_11_55_,17,18,1,right
28_2011_12_02_11_55_,17,19,1,left
28_2011_12_02_11_55_,17,20,1,left
28_2011_12_02_11_55_,17,21,1,left
28_2011_12_02_11_55_,17,22,1,left
28_2011_12_02_11_55_,17,23,1,left
28_2011_12_02_11_55_,17,24,1,left
28_2011_12_02_11_55_,17,25,1,right
28_2011_12_02_11_55_,17,26,1,left
28_2011_12_02_11_55_,17,27,1,right
28_2011_12_02_11_55_,17,28,1,right
28_2011_12_02_11_55_,17,29,1,left
28_2011_12_02_11_55_,17,30,1,left
28_2011_12_02_11_55_,17,31,1,right
28_2011_12_02_11_55_,17,32,1,right
28_2011_12_02_11_55_,18,1,1,left
28_2011_12_02_11_55_,18,2,1,right
28_2011_12_02_11_55_,18,3,1,right
28_2011_12_02_11_55_,18,4,1,right
28_2011_12_02_11_55_,18,5,1,left
28_2011_12_02_11_55_,18,6,1,left
28_2011_12_02_11_55_,18,7,1,right
28_2011_12_02_11_55_,18,8,1,right
28_2011_12_02_11_55_,18,9,1,right
28_2011_12_02_11_55_,18,10,1,right
28_2011_12_02_11_55_,18,11,1,left
28_2011_12_02_11_55_,18,12,1,right
28_2011_12_02_11_55_,18,13,1,left
28_2011_12_02_11_55_,18,14,1,left
28_2011_12_02_11_55_,18,15,1,left
28_2011_12_02_11_55_,18,16,1,right
28_2011_12_02_11_55_,18,17,1,left
28_2011_12_02_11_55_,18,18,1,right
28_2011_12_02_11_55_,18,19,1,left
28_2011_12_02_11_55_,18,20,1,right
28_2011_12_02_11_55_,18,21,1,right
28_2011_12_02_11_55_,18,22,1,left
28_2011_12_02_11_55_,18,23,1,right
28_2011_12_02_11_55_,18,24,1,right
28_2011_12_02_11_55_,18,25,1,left
28_2011_12_02_11_55_,18,26,1,right
28_2011_12_02_11_55_,18,27,1,right
28_2011_12_02_11_55_,18,28,1,left
28_2011_12_02_11_55_,18,29,1,right
28_2011_12_02_11_55_,18,30,0,left/right
28_2011_12_02_11_55_,18,31,1,left
28_2011_12_02_11_55_,18,32,1,left
28_2011_12_02_11_55_,19,1,1,right
28_2011_12_02_11_55_,19,2,1,right
28_2011_12_02_11_55_,19,3,1,left
28_2011_12_02_11_55_,19,4,1,left
28_2011_12_02_11_55_,19,5,1,right
28_2011_12_02_11_55_,19,6,1,right
28_2011_12_02_11_55_,19,7,1,right
28_2011_12_02_11_55_,19,8,0,left/right
28_2011_12_02_11_55_,19,9,1,right
28_2011_12_02_11_55_,19,10,1,right
28_2011_12_02_11_55_,19,11,1,left
28_2011_12_02_11_55_,19,12,1,left
28_2011_12_02_11_55_,19,13,1,left
28_2011_12_02_11_55_,19,14,1,left
28_2011_12_02_11_55_,19,15,1,left
28_2011_12_02_11_55_,19,16,1,right
28_2011_12_02_11_55_,19,17,1,left
28_2011_12_02_11_55_,19,18,1,left
28_2011_12_02_11_55_,19,19,1,right
28_2011_12_02_11_55_,19,20,1,right
28_2011_12_02_11_55_,19,21,1,right
28_2011_12_02_11_55_,19,22,1,left
28_2011_12_02_11_55_,19,23,1,right
28_2011_12_02_11_55_,19,24,1,right
28_2011_12_02_11_55_,19,25,1,left
28_2011_12_02_11_55_,19,26,1,right
28_2011_12_02_11_55_,19,27,1,right
28_2011_12_02_11_55_,19,28,1,right
28_2011_12_02_11_55_,19,29,1,left
28_2011_12_02_11_55_,19,30,1,left
28_2011_12_02_11_55_,19,31,1,left
28_2011_12_02_11_55_,19,32,1,left
28_2011_12_02_11_55_,20,1,1,left
28_2011_12_02_11_55_,20,2,1,right
28_2011_12_02_11_55_,20,3,1,left
28_2011_12_02_11_55_,20,4,1,left
28_2011_12_02_11_55_,20,5,1,left
28_2011_12_02_11_55_,20,6,0,left/right
28_2011_12_02_11_55_,20,7,1,right
28_2011_12_02_11_55_,20,8,1,left
28_2011_12_02_11_55_,20,9,1,left
28_2011_12_02_11_55_,20,10,1,right
28_2011_12_02_11_55_,20,11,1,left
28_2011_12_02_11_55_,20,12,1,left
28_2011_12_02_11_55_,20,13,1,right
28_2011_12_02_11_55_,20,14,1,left
28_2011_12_02_11_55_,20,15,1,right
28_2011_12_02_11_55_,20,16,1,right
28_2011_12_02_11_55_,20,17,1,right
28_2011_12_02_11_55_,20,18,1,right
28_2011_12_02_11_55_,20,19,1,left
28_2011_12_02_11_55_,20,20,1,right
28_2011_12_02_11_55_,20,21,1,right
28_2011_12_02_11_55_,20,22,1,left
28_2011_12_02_11_55_,20,23,1,left
28_2011_12_02_11_55_,20,24,1,right
28_2011_12_02_11_55_,20,25,1,left
28_2011_12_02_11_55_,20,26,1,right
28_2011_12_02_11_55_,20,27,1,right
28_2011_12_02_11_55_,20,28,1,right
28_2011_12_02_11_55_,20,29,1,left
28_2011_12_02_11_55_,20,30,1,left
28_2011_12_02_11_55_,20,31,1,left
28_2011_12_02_11_55_,20,32,1,left
28_2011_12_02_11_55_,21,1,1,left
28_2011_12_02_11_55_,21,2,1,left
28_2011_12_02_11_55_,21,3,1,right
28_2011_12_02_11_55_,21,4,1,right
28_2011_12_02_11_55_,21,5,1,left
28_2011_12_02_11_55_,21,6,1,left
28_2011_12_02_11_55_,21,7,1,left
28_2011_12_02_11_55_,21,8,1,right
28_2011_12_02_11_55_,21,9,1,right
28_2011_12_02_11_55_,21,10,1,left
28_2011_12_02_11_55_,21,11,1,left
28_2011_12_02_11_55_,21,12,1,right
28_2011_12_02_11_55_,21,13,1,right
28_2011_12_02_11_55_,21,14,1,left
28_2011_12_02_11_55_,21,15,1,left
28_2011_12_02_11_55_,21,16,1,right
28_2011_12_02_11_55_,21,17,1,right
28_2011_12_02_11_55_,21,18,1,left
28_2011_12_02_11_55_,21,19,1,right
28_2011_12_02_11_55_,21,20,1,right
28_2011_12_02_11_55_,21,21,1,right
28_2011_12_02_11_55_,21,22,1,left
28_2011_12_02_11_55_,21,23,1,left
28_2011_12_02_11_55_,21,24,1,right
28_2011_12_02_11_55_,21,25,1,left
28_2011_12_02_11_55_,21,26,1,left
28_2011_12_02_11_55_,21,27,1,left
28_2011_12_02_11_55_,21,28,1,right
28_2011_12_02_11_55_,21,29,1,right
28_2011_12_02_11_55_,21,30,1,right
28_2011_12_02_11_55_,21,31,1,right
28_2011_12_02_11_55_,21,32,1,left
28_2011_12_02_11_55_,22,1,1,right
28_2011_12_02_11_55_,22,2,1,right
28_2011_12_02_11_55_,22,3,1,right
28_2011_12_02_11_55_,22,4,1,left
28_2011_12_02_11_55_,22,5,1,left
28_2011_12_02_11_55_,22,6,1,left
28_2011_12_02_11_55_,22,7,1,right
28_2011_12_02_11_55_,22,8,0,left/right
28_2011_12_02_11_55_,22,9,1,right
28_2011_12_02_11_55_,22,10,1,right
28_2011_12_02_11_55_,22,11,1,left
28_2011_12_02_11_55_,22,12,1,left
28_2011_12_02_11_55_,22,13,1,left
28_2011_12_02_11_55_,22,14,1,left
28_2011_12_02_11_55_,22,15,1,left
28_2011_12_02_11_55_,22,16,1,right
28_2011_12_02_11_55_,22,17,1,left
28_2011_12_02_11_55_,22,18,1,right
28_2011_12_02_11_55_,22,19,1,right
28_2011_12_02_11_55_,22,20,1,right
28_2011_12_02_11_55_,22,21,1,right
28_2011_12_02_11_55_,22,22,1,right
28_2011_12_02_11_55_,22,23,1,right
28_2011_12_02_11_55_,22,24,1,right
28_2011_12_02_11_55_,22,25,1,left
28_2011_12_02_11_55_,22,26,1,right
28_2011_12_02_11_55_,22,27,1,left
28_2011_12_02_11_55_,22,28,1,right
28_2011_12_02_11_55_,22,29,1,left
28_2011_12_02_11_55_,22,30,1,right
28_2011_12_02_11_55_,22,31,1,left
28_2011_12_02_11_55_,22,32,1,left
28_2011_12_02_11_55_,23,1,1,right
28_2011_12_02_11_55_,23,2,1,left
28_2011_12_02_11_55_,23,3,1,right
28_2011_12_02_11_55_,23,4,1,left
28_2011_12_02_11_55_,23,5,1,right
28_2011_12_02_11_55_,23,6,1,right
28_2011_12_02_11_55_,23,7,1,right
28_2011_12_02_11_55_,23,8,1,left
28_2011_12_02_11_55_,23,9,1,right
28_2011_12_02_11_55_,23,10,1,left
28_2011_12_02_11_55_,23,11,1,left
28_2011_12_02_11_55_,23,12,1,left
28_2011_12_02_11_55_,23,13,1,right
28_2011_12_02_11_55_,23,14,1,right
28_2011_12_02_11_55_,23,15,1,right
28_2011_12_02_11_55_,23,16,1,right
28_2011_12_02_11_55_,23,17,1,left
28_2011_12_02_11_55_,23,18,1,right
28_2011_12_02_11_55_,23,19,1,left
28_2011_12_02_11_55_,23,20,1,right
28_2011_12_02_11_55_,23,21,1,right
28_2011_12_02_11_55_,23,22,1,left
28_2011_12_02_11_55_,23,23,1,left
28_2011_12_02_11_55_,23,24,1,left
28_2011_12_02_11_55_,23,25,1,right
28_2011_12_02_11_55_,23,26,1,right
28_2011_12_02_11_55_,23,27,1,left
28_2011_12_02_11_55_,23,28,1,left
28_2011_12_02_11_55_,23,29,1,left
28_2011_12_02_11_55_,23,30,1,left
28_2011_12_02_11_55_,23,31,1,left
28_2011_12_02_11_55_,23,32,1,right
28_2011_12_02_11_55_,24,1,1,left
28_2011_12_02_11_55_,24,2,1,left
28_2011_12_02_11_55_,24,3,1,right
28_2011_12_02_11_55_,24,4,1,left
28_2011_12_02_11_55_,24,5,1,left
28_2011_12_02_11_55_,24,6,1,left
28_2011_12_02_11_55_,24,7,1,right
28_2011_12_02_11_55_,24,8,1,right
28_2011_12_02_11_55_,24,9,1,left
28_2011_12_02_11_55_,24,10,1,left
28_2011_12_02_11_55_,24,11,1,left
28_2011_12_02_11_55_,24,12,1,right
28_2011_12_02_11_55_,24,13,1,right
28_2011_12_02_11_55_,24,14,1,left
28_2011_12_02_11_55_,24,15,1,left
28_2011_12_02_11_55_,24,16,1,right
28_2011_12_02_11_55_,24,17,1,left
28_2011_12_02_11_55_,24,18,1,right
28_2011_12_02_11_55_,24,19,0,left/right
28_2011_12_02_11_55_,24,20,1,right
28_2011_12_02_11_55_,24,21,0,left/right
28_2011_12_02_11_55_,24,22,1,right
28_2011_12_02_11_55_,24,23,1,left
28_2011_12_02_11_55_,24,24,1,left
28_2011_12_02_11_55_,24,25,1,right
28_2011_12_02_11_55_,24,26,1,right
28_2011_12_02_11_55_,24,27,1,right
28_2011_12_02_11_55_,24,28,1,left
28_2011_12_02_11_55_,24,29,1,right
28_2011_12_02_11_55_,24,30,1,right
28_2011_12_02_11_55_,24,31,1,right
28_2011_12_02_11_55_,24,32,1,right
28_2011_12_02_11_55_,25,1,1,right
28_2011_12_02_11_55_,25,2,1,right
28_2011_12_02_11_55_,25,3,1,left
28_2011_12_02_11_55_,25,4,1,right
28_2011_12_02_11_55_,25,5,1,left
28_2011_12_02_11_55_,25,6,1,right
28_2011_12_02_11_55_,25,7,1,right
28_2011_12_02_11_55_,25,8,1,right
28_2011_12_02_11_55_,25,9,1,left
28_2011_12_02_11_55_,25,10,1,left
28_2011_12_02_11_55_,25,11,1,right
28_2011_12_02_11_55_,25,12,1,left
28_2011_12_02_11_55_,25,13,1,right
28_2011_12_02_11_55_,25,14,1,left
28_2011_12_02_11_55_,25,15,1,left
28_2011_12_02_11_55_,25,16,1,left
28_2011_12_02_11_55_,25,17,1,right
28_2011_12_02_11_55_,25,18,1,right
28_2011_12_02_11_55_,25,19,1,right
28_2011_12_02_11_55_,25,20,1,left
28_2011_12_02_11_55_,25,21,0,left/right
28_2011_12_02_11_55_,25,22,1,left
28_2011_12_02_11_55_,25,23,1,right
28_2011_12_02_11_55_,25,24,1,right
28_2011_12_02_11_55_,25,25,1,left
28_2011_12_02_11_55_,25,26,1,left
28_2011_12_02_11_55_,25,27,1,left
28_2011_12_02_11_55_,25,28,1,left
28_2011_12_02_11_55_,25,29,1,right
28_2011_12_02_11_55_,25,30,1,right
28_2011_12_02_11_55_,25,31,1,right
28_2011_12_02_11_55_,25,32,1,left
28_2011_12_02_11_55_,26,1,1,right
28_2011_12_02_11_55_,26,2,1,right
28_2011_12_02_11_55_,26,3,1,right
28_2011_12_02_11_55_,26,4,1,right
28_2011_12_02_11_55_,26,5,1,left
28_2011_12_02_11_55_,26,6,1,left
28_2011_12_02_11_55_,26,7,1,right
28_2011_12_02_11_55_,26,8,1,left
28_2011_12_02_11_55_,26,9,1,left
28_2011_12_02_11_55_,26,10,1,right
28_2011_12_02_11_55_,26,11,1,right
28_2011_12_02_11_55_,26,12,1,left
28_2011_12_02_11_55_,26,13,1,right
28_2011_12_02_11_55_,26,14,1,left
28_2011_12_02_11_55_,26,15,1,right
28_2011_12_02_11_55_,26,16,1,right
28_2011_12_02_11_55_,26,17,1,left
28_2011_12_02_11_55_,26,18,1,left
28_2011_12_02_11_55_,26,19,1,left
28_2011_12_02_11_55_,26,20,1,right
28_2011_12_02_11_55_,26,21,1,left
28_2011_12_02_11_55_,26,22,1,left
28_2011_12_02_11_55_,26,23,1,right
28_2011_12_02_11_55_,26,24,1,right
28_2011_12_02_11_55_,26,25,1,left
28_2011_12_02_11_55_,26,26,1,right
28_2011_12_02_11_55_,26,27,1,left
28_2011_12_02_11_55_,26,28,1,right
28_2011_12_02_11_55_,26,29,1,left
28_2011_12_02_11_55_,26,30,0,left/right
28_2011_12_02_11_55_,26,31,1,left
28_2011_12_02_11_55_,26,32,1,right
28_2011_12_02_11_55_,27,1,1,right
28_2011_12_02_11_55_,27,2,1,left
28_2011_12_02_11_55_,27,3,1,left
28_2011_12_02_11_55_,27,4,1,left
28_2011_12_02_11_55_,27,5,1,left
28_2011_12_02_11_55_,27,6,1,left
28_2011_12_02_11_55_,27,7,1,right
28_2011_12_02_11_55_,27,8,1,right
28_2011_12_02_11_55_,27,9,1,right
28_2011_12_02_11_55_,27,10,1,right
28_2011_12_02_11_55_,27,11,1,left
28_2011_12_02_11_55_,27,12,1,right
28_2011_12_02_11_55_,27,13,1,left
28_2011_12_02_11_55_,27,14,1,right
28_2011_12_02_11_55_,27,15,1,left
28_2011_12_02_11_55_,27,16,1,left
28_2011_12_02_11_55_,27,17,1,right
28_2011_12_02_11_55_,27,18,1,left
28_2011_12_02_11_55_,27,19,1,right
28_2011_12_02_11_55_,27,20,1,left
28_2011_12_02_11_55_,27,21,1,right
28_2011_12_02_11_55_,27,22,1,left
28_2011_12_02_11_55_,27,23,1,left
28_2011_12_02_11_55_,27,24,1,right
28_2011_12_02_11_55_,27,25,1,left
28_2011_12_02_11_55_,27,26,1,left
28_2011_12_02_11_55_,27,27,1,left
28_2011_12_02_11_55_,27,28,1,left
28_2011_12_02_11_55_,27,29,1,left
28_2011_12_02_11_55_,27,30,1,right
28_2011_12_02_11_55_,27,31,1,right
28_2011_12_02_11_55_,27,32,1,right
28_2011_12_02_11_55_,28,1,1,right
28_2011_12_02_11_55_,28,2,1,right
28_2011_12_02_11_55_,28,3,1,left
28_2011_12_02_11_55_,28,4,1,left
28_2011_12_02_11_55_,28,5,1,right
28_2011_12_02_11_55_,28,6,1,left
28_2011_12_02_11_55_,28,7,1,left
28_2011_12_02_11_55_,28,8,1,left
28_2011_12_02_11_55_,28,9,1,right
28_2011_12_02_11_55_,28,10,1,left
28_2011_12_02_11_55_,28,11,1,left
28_2011_12_02_11_55_,28,12,1,right
28_2011_12_02_11_55_,28,13,1,left
28_2011_12_02_11_55_,28,14,1,right
28_2011_12_02_11_55_,28,15,1,right
28_2011_12_02_11_55_,28,16,1,left
28_2011_12_02_11_55_,28,17,1,left
28_2011_12_02_11_55_,28,18,1,left
28_2011_12_02_11_55_,28,19,1,right
28_2011_12_02_11_55_,28,20,1,right
28_2011_12_02_11_55_,28,21,1,left
28_2011_12_02_11_55_,28,22,1,left
28_2011_12_02_11_55_,28,23,1,right
28_2011_12_02_11_55_,28,24,1,left
28_2011_12_02_11_55_,28,25,1,left
28_2011_12_02_11_55_,28,26,1,right
28_2011_12_02_11_55_,28,27,1,left
28_2011_12_02_11_55_,28,28,1,right
28_2011_12_02_11_55_,28,29,1,right
28_2011_12_02_11_55_,28,30,1,left
28_2011_12_02_11_55_,28,31,1,right
28_2011_12_02_11_55_,28,32,1,right
29_2011_12_02_14_03_,practice,1,1,left
29_2011_12_02_14_03_,practice,2,1,right
29_2011_12_02_14_03_,practice,3,1,left
29_2011_12_02_14_03_,practice,4,1,right
29_2011_12_02_14_03_,practice,5,1,right
29_2011_12_02_14_03_,practice,6,1,left
29_2011_12_02_14_03_,practice,7,0,left/right
29_2011_12_02_14_03_,practice,8,1,left
29_2011_12_02_14_03_,practice,9,1,left
29_2011_12_02_14_03_,practice,10,1,right
29_2011_12_02_14_03_,practice,11,1,right
29_2011_12_02_14_03_,practice,12,1,left
29_2011_12_02_14_03_,practice,13,0,left/right
29_2011_12_02_14_03_,practice,14,1,right
29_2011_12_02_14_03_,practice,15,1,right
29_2011_12_02_14_03_,practice,16,0,left/right
29_2011_12_02_14_03_,practice,17,1,right
29_2011_12_02_14_03_,practice,18,1,right
29_2011_12_02_14_03_,practice,19,1,right
29_2011_12_02_14_03_,practice,20,1,left
29_2011_12_02_14_03_,practice,21,1,right
29_2011_12_02_14_03_,practice,22,0,left/right
29_2011_12_02_14_03_,practice,23,0,left/right
29_2011_12_02_14_03_,practice,24,0,left/right
29_2011_12_02_14_03_,practice,25,1,left
29_2011_12_02_14_03_,practice,26,1,left
29_2011_12_02_14_03_,practice,27,1,left
29_2011_12_02_14_03_,practice,28,1,right
29_2011_12_02_14_03_,practice,29,1,left
29_2011_12_02_14_03_,practice,30,1,right
29_2011_12_02_14_03_,practice,31,1,left
29_2011_12_02_14_03_,practice,32,1,right
29_2011_12_02_14_03_,1,1,1,left
29_2011_12_02_14_03_,1,2,1,left
29_2011_12_02_14_03_,1,3,1,right
29_2011_12_02_14_03_,1,4,1,left
29_2011_12_02_14_03_,1,5,1,right
29_2011_12_02_14_03_,1,6,1,left
29_2011_12_02_14_03_,1,7,1,right
29_2011_12_02_14_03_,1,8,1,left
29_2011_12_02_14_03_,1,9,0,left/right
29_2011_12_02_14_03_,1,10,1,left
29_2011_12_02_14_03_,1,11,1,right
29_2011_12_02_14_03_,1,12,1,right
29_2011_12_02_14_03_,1,13,1,left
29_2011_12_02_14_03_,1,14,1,left
29_2011_12_02_14_03_,1,15,1,right
29_2011_12_02_14_03_,1,16,1,right
29_2011_12_02_14_03_,1,17,1,right
29_2011_12_02_14_03_,1,18,1,left
29_2011_12_02_14_03_,1,19,1,right
29_2011_12_02_14_03_,1,20,1,left
29_2011_12_02_14_03_,1,21,1,right
29_2011_12_02_14_03_,1,22,1,right
29_2011_12_02_14_03_,1,23,1,left
29_2011_12_02_14_03_,1,24,1,right
29_2011_12_02_14_03_,1,25,1,right
29_2011_12_02_14_03_,1,26,1,left
29_2011_12_02_14_03_,1,27,1,right
29_2011_12_02_14_03_,1,28,1,right
29_2011_12_02_14_03_,1,29,1,right
29_2011_12_02_14_03_,1,30,1,right
29_2011_12_02_14_03_,1,31,1,right
29_2011_12_02_14_03_,1,32,1,right
29_2011_12_02_14_03_,2,1,1,right
29_2011_12_02_14_03_,2,2,1,left
29_2011_12_02_14_03_,2,3,1,left
29_2011_12_02_14_03_,2,4,1,right
29_2011_12_02_14_03_,2,5,1,left
29_2011_12_02_14_03_,2,6,1,left
29_2011_12_02_14_03_,2,7,1,left
29_2011_12_02_14_03_,2,8,1,right
29_2011_12_02_14_03_,2,9,1,right
29_2011_12_02_14_03_,2,10,1,right
29_2011_12_02_14_03_,2,11,1,right
29_2011_12_02_14_03_,2,12,1,right
29_2011_12_02_14_03_,2,13,1,right
29_2011_12_02_14_03_,2,14,1,right
29_2011_12_02_14_03_,2,15,1,right
29_2011_12_02_14_03_,2,16,1,right
29_2011_12_02_14_03_,2,17,1,right
29_2011_12_02_14_03_,2,18,0,left/right
29_2011_12_02_14_03_,2,19,1,right
29_2011_12_02_14_03_,2,20,1,left
29_2011_12_02_14_03_,2,21,1,left
29_2011_12_02_14_03_,2,22,1,right
29_2011_12_02_14_03_,2,23,1,right
29_2011_12_02_14_03_,2,24,1,right
29_2011_12_02_14_03_,2,25,1,left
29_2011_12_02_14_03_,2,26,1,left
29_2011_12_02_14_03_,2,27,1,left
29_2011_12_02_14_03_,2,28,1,right
29_2011_12_02_14_03_,2,29,0,left/right
29_2011_12_02_14_03_,2,30,1,left
29_2011_12_02_14_03_,2,31,1,left
29_2011_12_02_14_03_,2,32,1,left
29_2011_12_02_14_03_,3,1,1,right
29_2011_12_02_14_03_,3,2,1,right
29_2011_12_02_14_03_,3,3,1,left
29_2011_12_02_14_03_,3,4,1,right
29_2011_12_02_14_03_,3,5,1,right
29_2011_12_02_14_03_,3,6,1,left
29_2011_12_02_14_03_,3,7,1,left
29_2011_12_02_14_03_,3,8,1,left
29_2011_12_02_14_03_,3,9,1,right
29_2011_12_02_14_03_,3,10,1,left
29_2011_12_02_14_03_,3,11,1,right
29_2011_12_02_14_03_,3,12,1,right
29_2011_12_02_14_03_,3,13,1,right
29_2011_12_02_14_03_,3,14,1,left
29_2011_12_02_14_03_,3,15,1,right
29_2011_12_02_14_03_,3,16,1,right
29_2011_12_02_14_03_,3,17,1,right
29_2011_12_02_14_03_,3,18,1,left
29_2011_12_02_14_03_,3,19,1,left
29_2011_12_02_14_03_,3,20,1,right
29_2011_12_02_14_03_,3,21,1,left
29_2011_12_02_14_03_,3,22,1,right
29_2011_12_02_14_03_,3,23,1,left
29_2011_12_02_14_03_,3,24,1,right
29_2011_12_02_14_03_,3,25,1,right
29_2011_12_02_14_03_,3,26,1,right
29_2011_12_02_14_03_,3,27,1,right
29_2011_12_02_14_03_,3,28,1,left
29_2011_12_02_14_03_,3,29,1,left
29_2011_12_02_14_03_,3,30,1,right
29_2011_12_02_14_03_,3,31,1,left
